Taxon	Major_Clade	Minor_Clade	Percentage_in_Family	Percentage_in_Dataset
Babesia	Alveolata	Apicomplexa	2.35	3.18
Babesia	Alveolata	Apicomplexa	2.35	3.18
Cryptosporidium	Alveolata	Apicomplexa	2.35	3.18
Cryptosporidium	Alveolata	Apicomplexa	2.35	3.18
Cryptosporidium	Alveolata	Apicomplexa	2.35	3.18
Cyclospora	Alveolata	Apicomplexa	2.35	3.18
Cystoisospora	Alveolata	Apicomplexa	2.35	3.18
Gregarina	Alveolata	Apicomplexa	2.35	3.18
Hammondia	Alveolata	Apicomplexa	2.35	3.18
Neospora	Alveolata	Apicomplexa	2.35	3.18
Theileria	Alveolata	Apicomplexa	2.35	3.18
Theileria	Alveolata	Apicomplexa	2.35	3.18
Theileria	Alveolata	Apicomplexa	2.35	3.18
Toxoplasma	Alveolata	Apicomplexa	2.35	3.18
Babesia	Alveolata	Apicomplexa	2.35	3.18
Babesia	Alveolata	Apicomplexa	2.35	3.18
Blabericola	Alveolata	Apicomplexa	2.35	3.18
Cephaloidophora	Alveolata	Apicomplexa	2.35	3.18
Cryptosporidium	Alveolata	Apicomplexa	2.35	3.18
Cryptosporidium	Alveolata	Apicomplexa	2.35	3.18
Devanium	Alveolata	Apicomplexa	2.35	3.18
Eimeria	Alveolata	Apicomplexa	2.35	3.18
Eleutheroschizon	Alveolata	Apicomplexa	2.35	3.18
Ganymedes	Alveolata	Apicomplexa	2.35	3.18
Haemoproteus	Alveolata	Apicomplexa	2.35	3.18
Klossia	Alveolata	Apicomplexa	2.35	3.18
Lankesteria	Alveolata	Apicomplexa	2.35	3.18
Lankesteria	Alveolata	Apicomplexa	2.35	3.18
Margolisiella	Alveolata	Apicomplexa	2.35	3.18
Merocystis	Alveolata	Apicomplexa	2.35	3.18
Ophryocystis	Alveolata	Apicomplexa	2.35	3.18
Plasmodium	Alveolata	Apicomplexa	2.35	3.18
Plasmodium	Alveolata	Apicomplexa	2.35	3.18
Platyproteum	Alveolata	Apicomplexa	2.35	3.18
Pterospora	Alveolata	Apicomplexa	2.35	3.18
Sarcocystis	Alveolata	Apicomplexa	2.35	3.18
Sarcocystis	Alveolata	Apicomplexa	2.35	3.18
Selenidium	Alveolata	Apicomplexa	2.35	3.18
Selenidium	Alveolata	Apicomplexa	2.35	3.18
Selenidium	Alveolata	Apicomplexa	2.35	3.18
Selenidium	Alveolata	Apicomplexa	2.35	3.18
Siedleckia	Alveolata	Apicomplexa	2.35	3.18
Siedleckia	Alveolata	Apicomplexa	2.35	3.18
Thiriotia	Alveolata	Apicomplexa	2.35	3.18
Trichotokara	Alveolata	Apicomplexa	2.35	3.18
Moneuplotes	Alveolata	Ciliophora	4.49	6.17
Stentor	Alveolata	Ciliophora	4.49	6.17
Stylonychia	Alveolata	Ciliophora	4.49	6.17
Anaerocyclidium	Alveolata	Ciliophora	4.49	6.17
Apodileptus	Alveolata	Ciliophora	4.49	6.17
Balantidium	Alveolata	Ciliophora	4.49	6.17
Blepharisma	Alveolata	Ciliophora	4.49	6.17
Blepharisma	Alveolata	Ciliophora	4.49	6.17
Blepharisma	Alveolata	Ciliophora	4.49	6.17
Bourlandella	Alveolata	Ciliophora	4.49	6.17
Brachonella	Alveolata	Ciliophora	4.49	6.17
Brachonella	Alveolata	Ciliophora	4.49	6.17
Bursaria	Alveolata	Ciliophora	4.49	6.17
Campanella	Alveolata	Ciliophora	4.49	6.17
Chilodonella	Alveolata	Ciliophora	4.49	6.17
Chilodonella	Alveolata	Ciliophora	4.49	6.17
Climacostomum	Alveolata	Ciliophora	4.49	6.17
Colpoda	Alveolata	Ciliophora	4.49	6.17
Colpoda	Alveolata	Ciliophora	4.49	6.17
Colpoda	Alveolata	Ciliophora	4.49	6.17
Dasytricha	Alveolata	Ciliophora	4.49	6.17
Diplodinium	Alveolata	Ciliophora	4.49	6.17
Enoploplastron	Alveolata	Ciliophora	4.49	6.17
Entodinium	Alveolata	Ciliophora	4.49	6.17
Entodinium	Alveolata	Ciliophora	4.49	6.17
Entodinium	Alveolata	Ciliophora	4.49	6.17
Entodinium	Alveolata	Ciliophora	4.49	6.17
Euplotes	Alveolata	Ciliophora	4.49	6.17
Euplotes	Alveolata	Ciliophora	4.49	6.17
Euplotes	Alveolata	Ciliophora	4.49	6.17
Euplotes	Alveolata	Ciliophora	4.49	6.17
Euplotes	Alveolata	Ciliophora	4.49	6.17
Euplotes	Alveolata	Ciliophora	4.49	6.17
Euplotes	Alveolata	Ciliophora	4.49	6.17
Favella	Alveolata	Ciliophora	4.49	6.17
Haptorida	Alveolata	Ciliophora	4.49	6.17
Heterometopus	Alveolata	Ciliophora	4.49	6.17
Isotricha	Alveolata	Ciliophora	4.49	6.17
Litonotus	Alveolata	Ciliophora	4.49	6.17
Maristentor	Alveolata	Ciliophora	4.49	6.17
Mesodinium	Alveolata	Ciliophora	4.49	6.17
Mesodinium	Alveolata	Ciliophora	4.49	6.17
Mesodinium	Alveolata	Ciliophora	4.49	6.17
Mesodinium	Alveolata	Ciliophora	4.49	6.17
Metopus	Alveolata	Ciliophora	4.49	6.17
Metopus	Alveolata	Ciliophora	4.49	6.17
Metopus	Alveolata	Ciliophora	4.49	6.17
Moneuplotes	Alveolata	Ciliophora	4.49	6.17
Muranothrix	Alveolata	Ciliophora	4.49	6.17
Nolandia	Alveolata	Ciliophora	4.49	6.17
Nyctotherus	Alveolata	Ciliophora	4.49	6.17
Ophryoscolex	Alveolata	Ciliophora	4.49	6.17
Paralembus	Alveolata	Ciliophora	4.49	6.17
Paraurostyla	Alveolata	Ciliophora	4.49	6.17
Phacodinium	Alveolata	Ciliophora	4.49	6.17
Plagiopyla	Alveolata	Ciliophora	4.49	6.17
Polyplastron	Alveolata	Ciliophora	4.49	6.17
Prorodon	Alveolata	Ciliophora	4.49	6.17
Protocruzia	Alveolata	Ciliophora	4.49	6.17
Protocruzia	Alveolata	Ciliophora	4.49	6.17
Protocruzia	Alveolata	Ciliophora	4.49	6.17
Pseudoamphisiella	Alveolata	Ciliophora	4.49	6.17
Pseudokeronopsis	Alveolata	Ciliophora	4.49	6.17
Pseudokeronopsis	Alveolata	Ciliophora	4.49	6.17
Pseudokeronopsis	Alveolata	Ciliophora	4.49	6.17
Pseudomicrothorax	Alveolata	Ciliophora	4.49	6.17
Rimaleptus	Alveolata	Ciliophora	4.49	6.17
Schmidingerella	Alveolata	Ciliophora	4.49	6.17
Spirostomum	Alveolata	Ciliophora	4.49	6.17
Spirostomum	Alveolata	Ciliophora	4.49	6.17
Spirostomum	Alveolata	Ciliophora	4.49	6.17
Spirostomum	Alveolata	Ciliophora	4.49	6.17
Spirostomum	Alveolata	Ciliophora	4.49	6.17
Stentor	Alveolata	Ciliophora	4.49	6.17
Stentor	Alveolata	Ciliophora	4.49	6.17
Strombidinopsis	Alveolata	Ciliophora	4.49	6.17
Strombidium	Alveolata	Ciliophora	4.49	6.17
Strombidium	Alveolata	Ciliophora	4.49	6.17
Stylonychia	Alveolata	Ciliophora	4.49	6.17
Thigmothrix	Alveolata	Ciliophora	4.49	6.17
Tiarina	Alveolata	Ciliophora	4.49	6.17
Trachelius	Alveolata	Ciliophora	4.49	6.17
Urostomides	Alveolata	Ciliophora	4.49	6.17
Vorticella	Alveolata	Ciliophora	4.49	6.17
Wilbertomorpha	Alveolata	Ciliophora	4.49	6.17
Zoothamnium	Alveolata	Ciliophora	4.49	6.17
Vitrella	Alveolata	Colpodellida	0.16	0.28
Chromera	Alveolata	Colpodellida	0.16	0.28
Colponema	Alveolata	Colpodellida	0.16	0.28
Cladocopium	Alveolata	Dinophyceae	6.53	6.14
Durusdinium	Alveolata	Dinophyceae	6.53	6.14
Effrenium	Alveolata	Dinophyceae	6.53	6.14
Perkinsus	Alveolata	Dinophyceae	6.53	6.14
Perkinsus	Alveolata	Dinophyceae	6.53	6.14
Prorocentrum	Alveolata	Dinophyceae	6.53	6.14
Symbiodinium	Alveolata	Dinophyceae	6.53	6.14
Symbiodinium	Alveolata	Dinophyceae	6.53	6.14
Symbiodinium	Alveolata	Dinophyceae	6.53	6.14
Abedinium	Alveolata	Dinophyceae	6.53	6.14
Akashiwo	Alveolata	Dinophyceae	6.53	6.14
Alexandrium	Alveolata	Dinophyceae	6.53	6.14
Alexandrium	Alveolata	Dinophyceae	6.53	6.14
Alexandrium	Alveolata	Dinophyceae	6.53	6.14
Alexandrium	Alveolata	Dinophyceae	6.53	6.14
Alexandrium	Alveolata	Dinophyceae	6.53	6.14
Alexandrium	Alveolata	Dinophyceae	6.53	6.14
Alexandrium	Alveolata	Dinophyceae	6.53	6.14
Alexandrium	Alveolata	Dinophyceae	6.53	6.14
Alexandrium	Alveolata	Dinophyceae	6.53	6.14
Alexandrium	Alveolata	Dinophyceae	6.53	6.14
Alexandrium	Alveolata	Dinophyceae	6.53	6.14
Amyloodinium	Alveolata	Dinophyceae	6.53	6.14
Ankistrodinium	Alveolata	Dinophyceae	6.53	6.14
Ansanella	Alveolata	Dinophyceae	6.53	6.14
Apocalathium	Alveolata	Dinophyceae	6.53	6.14
Azadinium	Alveolata	Dinophyceae	6.53	6.14
Balechina	Alveolata	Dinophyceae	6.53	6.14
Biecheleria	Alveolata	Dinophyceae	6.53	6.14
Biecheleriopsis	Alveolata	Dinophyceae	6.53	6.14
Breviolum	Alveolata	Dinophyceae	6.53	6.14
Breviolum	Alveolata	Dinophyceae	6.53	6.14
Breviolum	Alveolata	Dinophyceae	6.53	6.14
Breviolum	Alveolata	Dinophyceae	6.53	6.14
Chimonodinium	Alveolata	Dinophyceae	6.53	6.14
Cochlodinium	Alveolata	Dinophyceae	6.53	6.14
Coolia	Alveolata	Dinophyceae	6.53	6.14
Coolia	Alveolata	Dinophyceae	6.53	6.14
Crypthecodinium	Alveolata	Dinophyceae	6.53	6.14
Cyklopsia	Alveolata	Dinophyceae	6.53	6.14
Dinophysis	Alveolata	Dinophyceae	6.53	6.14
Dinophysis	Alveolata	Dinophyceae	6.53	6.14
Dinophysis	Alveolata	Dinophyceae	6.53	6.14
Dinophysis	Alveolata	Dinophyceae	6.53	6.14
Dinophysis	Alveolata	Dinophyceae	6.53	6.14
Dinophysis	Alveolata	Dinophyceae	6.53	6.14
Durinskia	Alveolata	Dinophyceae	6.53	6.14
Durinskia	Alveolata	Dinophyceae	6.53	6.14
Durinskia	Alveolata	Dinophyceae	6.53	6.14
Durinskia	Alveolata	Dinophyceae	6.53	6.14
Eleftheros	Alveolata	Dinophyceae	6.53	6.14
Fabadinium	Alveolata	Dinophyceae	6.53	6.14
Freudenthalidium	Alveolata	Dinophyceae	6.53	6.14
Freudenthalidium	Alveolata	Dinophyceae	6.53	6.14
Fugacium	Alveolata	Dinophyceae	6.53	6.14
Gambierdiscus	Alveolata	Dinophyceae	6.53	6.14
Gambierdiscus	Alveolata	Dinophyceae	6.53	6.14
Gambierdiscus	Alveolata	Dinophyceae	6.53	6.14
Gambierdiscus	Alveolata	Dinophyceae	6.53	6.14
Gambierdiscus	Alveolata	Dinophyceae	6.53	6.14
Gambierdiscus	Alveolata	Dinophyceae	6.53	6.14
Gambierdiscus	Alveolata	Dinophyceae	6.53	6.14
Gambierdiscus	Alveolata	Dinophyceae	6.53	6.14
Gambierdiscus	Alveolata	Dinophyceae	6.53	6.14
Gambierdiscus	Alveolata	Dinophyceae	6.53	6.14
Gonyaulax	Alveolata	Dinophyceae	6.53	6.14
Gymnodinium	Alveolata	Dinophyceae	6.53	6.14
Gymnodinium	Alveolata	Dinophyceae	6.53	6.14
Gymnodinium	Alveolata	Dinophyceae	6.53	6.14
Gymnoxanthella	Alveolata	Dinophyceae	6.53	6.14
Gyrodinium	Alveolata	Dinophyceae	6.53	6.14
Halluxium	Alveolata	Dinophyceae	6.53	6.14
Haplozoon	Alveolata	Dinophyceae	6.53	6.14
Haplozoon	Alveolata	Dinophyceae	6.53	6.14
Heterocapsa	Alveolata	Dinophyceae	6.53	6.14
Heterocapsa	Alveolata	Dinophyceae	6.53	6.14
Heterocapsa	Alveolata	Dinophyceae	6.53	6.14
Karenia	Alveolata	Dinophyceae	6.53	6.14
Karenia	Alveolata	Dinophyceae	6.53	6.14
Karenia	Alveolata	Dinophyceae	6.53	6.14
Karenia	Alveolata	Dinophyceae	6.53	6.14
Kryptoperidinium	Alveolata	Dinophyceae	6.53	6.14
Kryptoperidinium	Alveolata	Dinophyceae	6.53	6.14
Lepidodinium	Alveolata	Dinophyceae	6.53	6.14
Levanderina	Alveolata	Dinophyceae	6.53	6.14
Lingulodinium	Alveolata	Dinophyceae	6.53	6.14
Margalefidinium	Alveolata	Dinophyceae	6.53	6.14
Noctiluca	Alveolata	Dinophyceae	6.53	6.14
Ostreopsis	Alveolata	Dinophyceae	6.53	6.14
Ostreopsis	Alveolata	Dinophyceae	6.53	6.14
Ostreopsis	Alveolata	Dinophyceae	6.53	6.14
Oxyrrhis	Alveolata	Dinophyceae	6.53	6.14
Oxytoxum	Alveolata	Dinophyceae	6.53	6.14
Palatinus	Alveolata	Dinophyceae	6.53	6.14
Paragymnodinium	Alveolata	Dinophyceae	6.53	6.14
Parvodinium	Alveolata	Dinophyceae	6.53	6.14
Parvodinium	Alveolata	Dinophyceae	6.53	6.14
Pelagodinium	Alveolata	Dinophyceae	6.53	6.14
Peridinium	Alveolata	Dinophyceae	6.53	6.14
Peridinium	Alveolata	Dinophyceae	6.53	6.14
Peridinium	Alveolata	Dinophyceae	6.53	6.14
Pfiesteria	Alveolata	Dinophyceae	6.53	6.14
Phalacroma	Alveolata	Dinophyceae	6.53	6.14
Polykrikos	Alveolata	Dinophyceae	6.53	6.14
Prorocentrum	Alveolata	Dinophyceae	6.53	6.14
Prorocentrum	Alveolata	Dinophyceae	6.53	6.14
Prorocentrum	Alveolata	Dinophyceae	6.53	6.14
Prorocentrum	Alveolata	Dinophyceae	6.53	6.14
Prorocentrum	Alveolata	Dinophyceae	6.53	6.14
Prorocentrum	Alveolata	Dinophyceae	6.53	6.14
Prorocentrum	Alveolata	Dinophyceae	6.53	6.14
Protoceratium	Alveolata	Dinophyceae	6.53	6.14
Protoperidinium	Alveolata	Dinophyceae	6.53	6.14
Protoperidinium	Alveolata	Dinophyceae	6.53	6.14
Pyrodinium	Alveolata	Dinophyceae	6.53	6.14
Scrippsiella	Alveolata	Dinophyceae	6.53	6.14
Scrippsiella	Alveolata	Dinophyceae	6.53	6.14
Symbiodinium	Alveolata	Dinophyceae	6.53	6.14
Symbiodinium	Alveolata	Dinophyceae	6.53	6.14
Symbiodinium	Alveolata	Dinophyceae	6.53	6.14
Symbiodinium	Alveolata	Dinophyceae	6.53	6.14
Takayama	Alveolata	Dinophyceae	6.53	6.14
Tripos	Alveolata	Dinophyceae	6.53	6.14
Yihiella	Alveolata	Dinophyceae	6.53	6.14
Zooxanthella	Alveolata	Dinophyceae	6.53	6.14
Acanthamoeba	Amoebozoa		6.16	5.63
Acytostelium	Amoebozoa		6.16	5.63
Balamuthia	Amoebozoa		6.16	5.63
Cavenderia	Amoebozoa		6.16	5.63
Dictyostelium	Amoebozoa		6.16	5.63
Dictyostelium	Amoebozoa		6.16	5.63
Dictyostelium	Amoebozoa		6.16	5.63
Dictyostelium	Amoebozoa		6.16	5.63
Dictyostelium	Amoebozoa		6.16	5.63
Entamoeba	Amoebozoa		6.16	5.63
Entamoeba	Amoebozoa		6.16	5.63
Entamoeba	Amoebozoa		6.16	5.63
Entamoeba	Amoebozoa		6.16	5.63
Entamoeba	Amoebozoa		6.16	5.63
Pelomyxa	Amoebozoa		6.16	5.63
Planoprotostelium	Amoebozoa		6.16	5.63
Polysphondylium	Amoebozoa		6.16	5.63
Tieghemostelium	Amoebozoa		6.16	5.63
Acanthamoeba	Amoebozoa		6.16	5.63
Acanthamoeba	Amoebozoa		6.16	5.63
Acanthamoeba	Amoebozoa		6.16	5.63
Acanthamoeba	Amoebozoa		6.16	5.63
Acramoeba	Amoebozoa		6.16	5.63
Amoeba	Amoebozoa		6.16	5.63
Arcella	Amoebozoa		6.16	5.63
Cavenderia	Amoebozoa		6.16	5.63
Cavenderia	Amoebozoa		6.16	5.63
Cavenderia	Amoebozoa		6.16	5.63
Cavostelium	Amoebozoa		6.16	5.63
Ceratiomyxa	Amoebozoa		6.16	5.63
Clastostelium	Amoebozoa		6.16	5.63
Cochliopodium	Amoebozoa		6.16	5.63
Cochliopodium	Amoebozoa		6.16	5.63
Copromyxa	Amoebozoa		6.16	5.63
Cyclopyxis	Amoebozoa		6.16	5.63
Dermamoeba	Amoebozoa		6.16	5.63
Dictyostelium	Amoebozoa		6.16	5.63
Dictyostelium	Amoebozoa		6.16	5.63
Dictyostelium	Amoebozoa		6.16	5.63
Dictyostelium	Amoebozoa		6.16	5.63
Dictyostelium	Amoebozoa		6.16	5.63
Didymium	Amoebozoa		6.16	5.63
Didymium	Amoebozoa		6.16	5.63
Difflugia	Amoebozoa		6.16	5.63
Difflugia	Amoebozoa		6.16	5.63
Echinosteliopsis	Amoebozoa		6.16	5.63
Endostelium	Amoebozoa		6.16	5.63
Filamoeba	Amoebozoa		6.16	5.63
Flabellula	Amoebozoa		6.16	5.63
Flamella	Amoebozoa		6.16	5.63
Fuligo	Amoebozoa		6.16	5.63
Hagiwaraea	Amoebozoa		6.16	5.63
Heleopera	Amoebozoa		6.16	5.63
Heleopera	Amoebozoa		6.16	5.63
Heleopera	Amoebozoa		6.16	5.63
Heterostelium	Amoebozoa		6.16	5.63
Hyalosphenia	Amoebozoa		6.16	5.63
Hyalosphenia	Amoebozoa		6.16	5.63
Idionectes	Amoebozoa		6.16	5.63
Kanabo	Amoebozoa		6.16	5.63
Kanabo	Amoebozoa		6.16	5.63
Luapeleamoeba	Amoebozoa		6.16	5.63
Luapeleamoeba	Amoebozoa		6.16	5.63
Mastigamoeba	Amoebozoa		6.16	5.63
Mastigamoeba	Amoebozoa		6.16	5.63
Mastigella	Amoebozoa		6.16	5.63
Mayorella	Amoebozoa		6.16	5.63
Mayorella	Amoebozoa		6.16	5.63
Microchlamys	Amoebozoa		6.16	5.63
Microcorycia	Amoebozoa		6.16	5.63
Nebela	Amoebozoa		6.16	5.63
Nebela	Amoebozoa		6.16	5.63
Nebela	Amoebozoa		6.16	5.63
Nematostelium	Amoebozoa		6.16	5.63
Netzelia	Amoebozoa		6.16	5.63
Netzelia	Amoebozoa		6.16	5.63
Parakanabo	Amoebozoa		6.16	5.63
Parakanabo	Amoebozoa		6.16	5.63
Paramoeba	Amoebozoa		6.16	5.63
Paramoeba	Amoebozoa		6.16	5.63
Paramoeba	Amoebozoa		6.16	5.63
Paramoeba	Amoebozoa		6.16	5.63
Paramoeba	Amoebozoa		6.16	5.63
Parvamoeba	Amoebozoa		6.16	5.63
Parvamoeba	Amoebozoa		6.16	5.63
Pellita	Amoebozoa		6.16	5.63
Phalansterium	Amoebozoa		6.16	5.63
Physarum	Amoebozoa		6.16	5.63
Physarum	Amoebozoa		6.16	5.63
Physarum	Amoebozoa		6.16	5.63
Planocarina	Amoebozoa		6.16	5.63
Protostelium	Amoebozoa		6.16	5.63
Pyxidicula	Amoebozoa		6.16	5.63
Quadrulella	Amoebozoa		6.16	5.63
Raperostelium	Amoebozoa		6.16	5.63
Raperostelium	Amoebozoa		6.16	5.63
Raperostelium	Amoebozoa		6.16	5.63
Rhizamoeba	Amoebozoa		6.16	5.63
Rhizomastix	Amoebozoa		6.16	5.63
Rhizomastix	Amoebozoa		6.16	5.63
Rhizomastix	Amoebozoa		6.16	5.63
Schizoplasmodiopsis	Amoebozoa		6.16	5.63
Schizoplasmodiopsis	Amoebozoa		6.16	5.63
Soliformovum	Amoebozoa		6.16	5.63
Spumochlamys	Amoebozoa		6.16	5.63
Squamamoeba	Amoebozoa		6.16	5.63
Stenamoeba	Amoebozoa		6.16	5.63
Stereomyxa	Amoebozoa		6.16	5.63
Stratorugosa	Amoebozoa		6.16	5.63
Stygamoeba	Amoebozoa		6.16	5.63
Thecamoeba	Amoebozoa		6.16	5.63
Tieghemostelium	Amoebozoa		6.16	5.63
Unda	Amoebozoa		6.16	5.63
Vannella	Amoebozoa		6.16	5.63
Vannella	Amoebozoa		6.16	5.63
Vermamoeba	Amoebozoa		6.16	5.63
Vermistella	Amoebozoa		6.16	5.63
Vexillifera	Amoebozoa		6.16	5.63
Fabomonas	Ancyromonadida	 Planomonadidae 	0.05	0.03
Ancyromonas	Ancyromonadida	Ancyromonadidae	0.26	0.19
Ancyromonas	Ancyromonadida	Ancyromonadidae	0.26	0.19
Caraotamonas	Ancyromonadida	Ancyromonadidae	0.26	0.19
Nyramonas	Ancyromonadida	Ancyromonadidae	0.26	0.19
Striomonas	Ancyromonadida	Ancyromonadidae	0.26	0.19
Nutomonas	Ancyromonadida	Nutomonas	0.05	0.03
Fabomonas	Ancyromonadida	Planomonadidae	0.1	0.06
Planomonas	Ancyromonadida	Planomonadidae	0.1	0.06
Thecamonas	Apusozoa	Apusomonadida	0.73	0.47
Apusomonas	Apusozoa	Apusomonadida	0.73	0.47
Apusomonas	Apusozoa	Apusomonadida	0.73	0.47
Catacumbia	Apusozoa	Apusomonadida	0.73	0.47
Cavaliersmithia	Apusozoa	Apusomonadida	0.73	0.47
Chelonemonas	Apusozoa	Apusomonadida	0.73	0.47
Chelonemonas	Apusozoa	Apusomonadida	0.73	0.47
Karpovia	Apusozoa	Apusomonadida	0.73	0.47
Multimonas	Apusozoa	Apusomonadida	0.73	0.47
Mylnikovia	Apusozoa	Apusomonadida	0.73	0.47
Podomonas	Apusozoa	Apusomonadida	0.73	0.47
Podomonas	Apusozoa	Apusomonadida	0.73	0.47
Singekia	Apusozoa	Apusomonadida	0.73	0.47
Singekia	Apusozoa	Apusomonadida	0.73	0.47
Auxenochlorella	Archaeplastida	Chlorophyta	15.04	12.94
Bathycoccus	Archaeplastida	Chlorophyta	15.04	12.94
Chlorella	Archaeplastida	Chlorophyta	15.04	12.94
Chlorella	Archaeplastida	Chlorophyta	15.04	12.94
Chloropicon	Archaeplastida	Chlorophyta	15.04	12.94
Chloropicon	Archaeplastida	Chlorophyta	15.04	12.94
Coccomyxa	Archaeplastida	Chlorophyta	15.04	12.94
Coccomyxa	Archaeplastida	Chlorophyta	15.04	12.94
Elliptochloris	Archaeplastida	Chlorophyta	15.04	12.94
Micractinium	Archaeplastida	Chlorophyta	15.04	12.94
Micractinium	Archaeplastida	Chlorophyta	15.04	12.94
Micromonas	Archaeplastida	Chlorophyta	15.04	12.94
Myrmecia	Archaeplastida	Chlorophyta	15.04	12.94
Ostreococcus	Archaeplastida	Chlorophyta	15.04	12.94
Parachlorella	Archaeplastida	Chlorophyta	15.04	12.94
Picocystis	Archaeplastida	Chlorophyta	15.04	12.94
Prototheca	Archaeplastida	Chlorophyta	15.04	12.94
Pseudoscourfieldia	Archaeplastida	Chlorophyta	15.04	12.94
Pycnococcus	Archaeplastida	Chlorophyta	15.04	12.94
Raphidocelis	Archaeplastida	Chlorophyta	15.04	12.94
Sanguina	Archaeplastida	Chlorophyta	15.04	12.94
Scenedesmus	Archaeplastida	Chlorophyta	15.04	12.94
Symbiochloris	Archaeplastida	Chlorophyta	15.04	12.94
Tetradesmus	Archaeplastida	Chlorophyta	15.04	12.94
Acutodesmus	Archaeplastida	Chlorophyta	15.04	12.94
Ankistrodesmus	Archaeplastida	Chlorophyta	15.04	12.94
Aphanochaete	Archaeplastida	Chlorophyta	15.04	12.94
Aphanochaete	Archaeplastida	Chlorophyta	15.04	12.94
Aphanochaete	Archaeplastida	Chlorophyta	15.04	12.94
Asteromonas	Archaeplastida	Chlorophyta	15.04	12.94
Astrephomene	Archaeplastida	Chlorophyta	15.04	12.94
Atractomorpha	Archaeplastida	Chlorophyta	15.04	12.94
Bryopsis	Archaeplastida	Chlorophyta	15.04	12.94
Calidiella	Archaeplastida	Chlorophyta	15.04	12.94
Calidiella	Archaeplastida	Chlorophyta	15.04	12.94
Carteria	Archaeplastida	Chlorophyta	15.04	12.94
Caulerpa	Archaeplastida	Chlorophyta	15.04	12.94
Caulerpa	Archaeplastida	Chlorophyta	15.04	12.94
Caulerpa	Archaeplastida	Chlorophyta	15.04	12.94
Caulerpa	Archaeplastida	Chlorophyta	15.04	12.94
Caulerpa	Archaeplastida	Chlorophyta	15.04	12.94
Caulerpa	Archaeplastida	Chlorophyta	15.04	12.94
Cephaleuros	Archaeplastida	Chlorophyta	15.04	12.94
Chaetomorpha	Archaeplastida	Chlorophyta	15.04	12.94
Chaetopeltis	Archaeplastida	Chlorophyta	15.04	12.94
Chaetophora	Archaeplastida	Chlorophyta	15.04	12.94
Chaetophoropsis	Archaeplastida	Chlorophyta	15.04	12.94
Chaetophoropsis	Archaeplastida	Chlorophyta	15.04	12.94
Chlamydomonas	Archaeplastida	Chlorophyta	15.04	12.94
Chlamydomonas	Archaeplastida	Chlorophyta	15.04	12.94
Chlamydomonas	Archaeplastida	Chlorophyta	15.04	12.94
Chlamydomonas	Archaeplastida	Chlorophyta	15.04	12.94
Chlamydomonas	Archaeplastida	Chlorophyta	15.04	12.94
Chlamydomonas	Archaeplastida	Chlorophyta	15.04	12.94
Chlamydomonas	Archaeplastida	Chlorophyta	15.04	12.94
Chlamydomonas	Archaeplastida	Chlorophyta	15.04	12.94
Chlamydomonas	Archaeplastida	Chlorophyta	15.04	12.94
Chlorella	Archaeplastida	Chlorophyta	15.04	12.94
Chlorocladiella	Archaeplastida	Chlorophyta	15.04	12.94
Chlorocladiella	Archaeplastida	Chlorophyta	15.04	12.94
Chloroclados	Archaeplastida	Chlorophyta	15.04	12.94
Chlorococcum	Archaeplastida	Chlorophyta	15.04	12.94
Chlorococcum	Archaeplastida	Chlorophyta	15.04	12.94
Chlorococcum	Archaeplastida	Chlorophyta	15.04	12.94
Chlorococcum	Archaeplastida	Chlorophyta	15.04	12.94
Chlorodesmis	Archaeplastida	Chlorophyta	15.04	12.94
Chloroidium	Archaeplastida	Chlorophyta	15.04	12.94
Chlorominima	Archaeplastida	Chlorophyta	15.04	12.94
Chloromonas	Archaeplastida	Chlorophyta	15.04	12.94
Chloromonas	Archaeplastida	Chlorophyta	15.04	12.94
Chloromonas	Archaeplastida	Chlorophyta	15.04	12.94
Chloromonas	Archaeplastida	Chlorophyta	15.04	12.94
Chloromonas	Archaeplastida	Chlorophyta	15.04	12.94
Chloromonas	Archaeplastida	Chlorophyta	15.04	12.94
Chloropicon	Archaeplastida	Chlorophyta	15.04	12.94
Chloropicon	Archaeplastida	Chlorophyta	15.04	12.94
Chodatodesmus	Archaeplastida	Chlorophyta	15.04	12.94
Chromochloris	Archaeplastida	Chlorophyta	15.04	12.94
Cladophora	Archaeplastida	Chlorophyta	15.04	12.94
Codium	Archaeplastida	Chlorophyta	15.04	12.94
Codium	Archaeplastida	Chlorophyta	15.04	12.94
Coelastrella	Archaeplastida	Chlorophyta	15.04	12.94
Coelastrella	Archaeplastida	Chlorophyta	15.04	12.94
Coelastrella	Archaeplastida	Chlorophyta	15.04	12.94
Coelastrella	Archaeplastida	Chlorophyta	15.04	12.94
Coelastrum	Archaeplastida	Chlorophyta	15.04	12.94
Coelastrum	Archaeplastida	Chlorophyta	15.04	12.94
Coelastrum	Archaeplastida	Chlorophyta	15.04	12.94
Coelastrum	Archaeplastida	Chlorophyta	15.04	12.94
Colemanosphaera	Archaeplastida	Chlorophyta	15.04	12.94
Crucigenia	Archaeplastida	Chlorophyta	15.04	12.94
Crustomastix	Archaeplastida	Chlorophyta	15.04	12.94
Cylindrocapsa	Archaeplastida	Chlorophyta	15.04	12.94
Desmochloris	Archaeplastida	Chlorophyta	15.04	12.94
Desmodesmus	Archaeplastida	Chlorophyta	15.04	12.94
Desmodesmus	Archaeplastida	Chlorophyta	15.04	12.94
